MAHOUT_LOCAL is not set; adding HADOOP_CONF_DIR to classpath.
Running on hadoop, using /usr/hdp/2.3.0.0-2525/hadoop/bin/hadoop and HADOOP_CONF_DIR=/usr/hdp/2.3.0.0-2525/hadoop/conf
MAHOUT-JOB: /usr/hdp/2.3.0.0-2525/mahout/mahout-examples-0.9.0.2.3.0.0-2525-job.jar
Input Path: /user/ec2-user/benchmarks/bigbench/temp/q28_hive_POWER_TEST_IN_PROGRESS_0_temp/result/part-m-00000
Key class: class org.apache.hadoop.io.Text Value Class: class org.apache.mahout.math.VectorWritable
Key: NEG: Value: {0:-1489.9735790704815,1:-1507.4091986140747,2:-1451.7784709646778}
Key: POS: Value: {0:-13277.028604224673,1:-13280.43783943981,2:-12926.806176817418}
Key: POS: Value: {0:-3583.3166756475466,1:-3629.906464252069,2:-3511.2172927006563}
Key: POS: Value: {0:-5851.185047480945,1:-5846.159288679426,2:-5750.927391283952}
Key: POS: Value: {0:-8452.632929462707,1:-8521.62747112991,2:-8283.487640055055}
Key: POS: Value: {0:-1117.6340984662404,1:-1138.053840123845,2:-1136.650248376182}
Key: POS: Value: {0:-240.01966521024676,1:-229.7077297583532,2:-215.17746451648208}
Key: POS: Value: {0:-5259.087834903907,1:-5204.684016658552,2:-5176.773865240824}
Key: POS: Value: {0:-5783.429408777868,1:-5921.373417857028,2:-5683.993083992033}
Key: POS: Value: {0:-5722.116547665122,1:-5790.443585907301,2:-5608.656130468726}
Key: POS: Value: {0:-8397.341282091582,1:-8379.426430699561,2:-8224.426839651556}
Key: POS: Value: {0:-1461.9090846321462,1:-1529.9079642996724,2:-1442.5667209410174}
Key: POS: Value: {0:-12114.189818364135,1:-12208.68161394414,2:-11921.686439215207}
Key: POS: Value: {0:-1931.047106390629,1:-2016.4971271919549,2:-1893.8008731298146}
Key: POS: Value: {0:-2500.6132270013445,1:-2485.2223540787254,2:-2390.233116406633}
Key: POS: Value: {0:-5172.746862810006,1:-5097.291893985753,2:-5024.657585514504}
Key: POS: Value: {0:-98.6146235335688,1:-120.41351484744337,2:-98.95385125405433}
Key: POS: Value: {0:-7360.573086348522,1:-7412.178747081204,2:-7205.452124174418}
Key: POS: Value: {0:-4091.5117682932264,1:-4006.585598806553,2:-3970.3920375283915}
Key: POS: Value: {0:-14209.309740205634,1:-14321.479560999285,2:-13927.990500869932}
Key: POS: Value: {0:-7195.434780722136,1:-7298.642673302453,2:-7007.81313586801}
Key: POS: Value: {0:-1589.699333928046,1:-1513.6628677276435,2:-1439.71536641704}
Key: POS: Value: {0:-965.8377108018752,1:-988.8816445163742,2:-951.5463550339606}
Key: POS: Value: {0:-2103.074442909071,1:-2121.838121419142,2:-2093.659948273105}
Key: POS: Value: {0:-997.1705109049321,1:-995.027210045148,2:-966.6536400009751}
Key: POS: Value: {0:-5322.7517520651645,1:-5237.632144162918,2:-5183.112728734823}
Key: POS: Value: {0:-1924.0883317685625,1:-1967.2811361779072,2:-1871.6279680555986}
Key: POS: Value: {0:-3318.7144839899665,1:-3395.5138868109507,2:-3264.144857314045}
Key: POS: Value: {0:-9054.097412218556,1:-9174.3702537265,2:-8892.667213276494}
Key: POS: Value: {0:-7978.918442735529,1:-8098.32655077754,2:-7892.860650039561}
Key: POS: Value: {0:-7155.55170335721,1:-7211.9599129871285,2:-6961.953453656431}
Key: POS: Value: {0:-16357.016580789052,1:-16352.677196289025,2:-16027.733451108745}
Key: POS: Value: {0:-3547.673395598671,1:-3525.0092940691557,2:-3450.9864306307336}
Key: POS: Value: {0:-6129.179157427049,1:-6214.877966069631,2:-6039.338787184072}
Key: POS: Value: {0:-1167.9548765224956,1:-1240.2279817410852,2:-1171.446601053182}
Key: POS: Value: {0:-2759.2618793215793,1:-2729.794626760364,2:-2671.2438177539666}
Key: POS: Value: {0:-1964.9095853965198,1:-1934.3500976203702,2:-1907.5583900427473}
Key: POS: Value: {0:-3738.681336408371,1:-3746.5974654976935,2:-3589.0526191158215}
Key: POS: Value: {0:-763.718711324541,1:-732.0231633054691,2:-716.5652093684556}
Key: POS: Value: {0:-6392.88261008001,1:-6407.230361625208,2:-6341.785595398848}
Key: POS: Value: {0:-307.0757361921316,1:-327.2640781483193,2:-301.67103669185667}
Key: POS: Value: {0:-5651.765092378139,1:-5584.498752109506,2:-5508.055419839313}
Key: POS: Value: {0:-11952.16610527425,1:-11891.044621424144,2:-11573.88957865588}
Key: POS: Value: {0:-9103.69808532665,1:-9067.63950985091,2:-8889.56336024422}
Key: POS: Value: {0:-234.5163425397293,1:-220.77715619205847,2:-225.59776196183049}
Key: POS: Value: {0:-2351.9945326775305,1:-2340.2965986727477,2:-2292.7993853297926}
Key: POS: Value: {0:-254.84694259901005,1:-278.37958029289547,2:-274.10339263758635}
Key: POS: Value: {0:-2818.85757613621,1:-2879.2582291230674,2:-2767.0659960987286}
Key: POS: Value: {0:-1287.05096288405,1:-1295.9376897149748,2:-1303.688839567078}
Key: POS: Value: {0:-3507.8821050309048,1:-3564.0175523805187,2:-3396.5178160097357}
Key: POS: Value: {0:-9200.382821341525,1:-9400.316923277513,2:-9149.760964126604}
Key: POS: Value: {0:-2868.1468314578906,1:-2855.7483713720094,2:-2781.0523284541655}
Key: POS: Value: {0:-10394.88325970887,1:-10326.41607870593,2:-10109.11040026765}
Key: POS: Value: {0:-3481.517828387526,1:-3512.875479669565,2:-3316.424882638901}
Key: POS: Value: {0:-940.7361351281395,1:-970.6301597484469,2:-942.3022603342223}
Key: POS: Value: {0:-497.0078794144128,1:-531.0565724968611,2:-495.0500453095443}
Key: POS: Value: {0:-7716.937074253555,1:-7681.9666205713365,2:-7444.202205308516}
Key: POS: Value: {0:-3009.5202026961774,1:-3052.358167497639,2:-2895.710836783609}
Key: POS: Value: {0:-833.9628504400846,1:-848.2652835200304,2:-817.9141680362543}
Key: POS: Value: {0:-4275.843459139946,1:-4310.627776497937,2:-4183.040848976928}
Key: POS: Value: {0:-471.4748958004781,1:-462.05058693937957,2:-441.2689403546115}
Key: POS: Value: {0:-277.4773312681896,1:-289.61158984721936,2:-266.70172803341876}
Key: POS: Value: {0:-5146.284136251458,1:-5159.99130367833,2:-5005.397996701343}
Key: POS: Value: {0:-1090.2317641876707,1:-1053.6777983414713,2:-1042.2313258687634}
Key: POS: Value: {0:-554.4391282440548,1:-570.325826342238,2:-551.8041502666907}
Key: POS: Value: {0:-3356.322701908018,1:-3384.5890396505874,2:-3295.4412874206614}
Key: POS: Value: {0:-1041.4726620309643,1:-992.8686450676457,2:-996.8926987472067}
Key: POS: Value: {0:-239.84568217313517,1:-253.40761672798527,2:-244.91492071570627}
Key: POS: Value: {0:-479.05952398218835,1:-460.44541028028317,2:-451.8327433246578}
Key: POS: Value: {0:-4033.1553132740946,1:-4086.178695673874,2:-3942.0820769831507}
Key: POS: Value: {0:-8333.46910783332,1:-8348.184363601873,2:-8129.67393599472}
Key: POS: Value: {0:-411.43384984902804,1:-408.24707166454067,2:-388.1376319041748}
Key: POS: Value: {0:-1659.1647180093364,1:-1630.5549445700467,2:-1604.0586143171379}
Key: POS: Value: {0:-5585.314162536973,1:-5603.835012388529,2:-5494.441221497667}
Key: POS: Value: {0:-7041.520165024218,1:-7008.877211901212,2:-6809.283345217549}
Key: POS: Value: {0:-5920.081254218424,1:-6027.16430629998,2:-5829.356709491436}
Key: POS: Value: {0:-275.06074300486915,1:-286.9868026874351,2:-272.08508651874394}
Key: POS: Value: {0:-4366.353232086321,1:-4411.420136144768,2:-4351.901683035215}
Key: POS: Value: {0:-7797.314993391595,1:-7861.3424067785045,2:-7656.557365205936}
Key: POS: Value: {0:-233.8090456513436,1:-261.6265661539534,2:-240.04246307163046}
Key: POS: Value: {0:-1654.5950092754779,1:-1639.73015141181,2:-1603.4130263160694}
Key: POS: Value: {0:-1468.3284965028108,1:-1507.500537418811,2:-1455.726207504711}
Key: POS: Value: {0:-464.6946373074376,1:-484.114323676157,2:-447.77478855727514}
Key: POS: Value: {0:-1421.577704901958,1:-1443.2825336921253,2:-1399.3767682651996}
Key: POS: Value: {0:-2822.7291652170316,1:-2811.5067170428074,2:-2755.457952497609}
Key: POS: Value: {0:-4202.248070527382,1:-4299.113139201934,2:-4157.726529330672}
Key: POS: Value: {0:-1756.5213765835945,1:-1707.0564154587728,2:-1676.17177032997}
Key: POS: Value: {0:-9454.387657760015,1:-9594.691721378696,2:-9218.430790222008}
Key: POS: Value: {0:-1885.7013759162107,1:-1888.6420425169736,2:-1835.591603103013}
Key: POS: Value: {0:-935.4996728293127,1:-993.9902559743028,2:-937.7823599443617}
Key: POS: Value: {0:-8065.603349541386,1:-8126.849886728643,2:-7848.166874685493}
Key: POS: Value: {0:-1778.6266549393695,1:-1759.22463321712,2:-1683.6114439681241}
Key: POS: Value: {0:-3647.556482686891,1:-3640.03631125686,2:-3572.9814781390146}
Key: POS: Value: {0:-1082.105112281332,1:-1122.4392422827505,2:-1052.0148194719775}
Key: POS: Value: {0:-1264.9197795960672,1:-1271.7412552126473,2:-1235.1947078385806}
Key: POS: Value: {0:-7653.007686743038,1:-7830.170537604606,2:-7577.024402337334}
Key: POS: Value: {0:-878.3565469121754,1:-861.5389402476053,2:-829.9605894659597}
Key: POS: Value: {0:-14097.686423667203,1:-14135.792572581786,2:-13823.448217759782}
Key: POS: Value: {0:-2217.1360062797944,1:-2183.776664903566,2:-2153.0865892720303}
Key: POS: Value: {0:-8219.308631390017,1:-8236.5722007236,2:-7975.353396796583}
Key: POS: Value: {0:-910.4455477546697,1:-893.7178480825997,2:-890.4530858341069}
Key: POS: Value: {0:-3068.5336236034022,1:-3129.572583851431,2:-3014.82376180916}
Key: POS: Value: {0:-2608.401694985221,1:-2668.0853917679365,2:-2611.6526945762334}
Key: POS: Value: {0:-1289.4248587176787,1:-1315.8101994394767,2:-1270.4101602028777}
Key: POS: Value: {0:-742.5795890554721,1:-742.8127741075392,2:-709.4441128539356}
Key: POS: Value: {0:-5138.211212623055,1:-5182.402798261761,2:-5093.352676101596}
Key: POS: Value: {0:-2031.5942624313004,1:-2042.4726294419547,2:-1957.721465796606}
Key: POS: Value: {0:-316.03400555201813,1:-309.41679875911586,2:-310.7252419733258}
Key: POS: Value: {0:-2327.066018653159,1:-2326.6795917127556,2:-2314.525337877074}
Key: POS: Value: {0:-1045.861831306729,1:-1064.1674538309853,2:-1028.0242356341926}
Key: POS: Value: {0:-17395.533282031134,1:-17487.22242932411,2:-16993.068663707345}
Key: POS: Value: {0:-19170.775483849306,1:-19173.329727727098,2:-18658.581014582214}
Key: POS: Value: {0:-4512.100714579292,1:-4620.012341467043,2:-4432.615951505088}
Key: POS: Value: {0:-5635.64786658518,1:-5566.411013142187,2:-5545.512072796379}
Key: POS: Value: {0:-7521.501197428626,1:-7609.67138243498,2:-7306.164947174622}
Key: POS: Value: {0:-1066.3643459301613,1:-1104.4962794125643,2:-1065.7028706977744}
Key: POS: Value: {0:-6573.698218644964,1:-6724.425715949574,2:-6498.921359733181}
Key: POS: Value: {0:-2287.547257791165,1:-2259.835341509375,2:-2218.2398671981523}
Key: POS: Value: {0:-4192.510779163988,1:-4213.103997516004,2:-4070.964328949928}
Key: POS: Value: {0:-3544.4829614839505,1:-3524.146665129011,2:-3451.0087200466414}
Key: POS: Value: {0:-3061.1900632343704,1:-3107.637100542849,2:-3015.0448296302106}
Key: POS: Value: {0:-1019.705440114265,1:-1039.098504183562,2:-987.0541319780822}
Key: POS: Value: {0:-661.6866275471222,1:-649.3708654084498,2:-684.7731669870227}
Key: POS: Value: {0:-3902.36547747039,1:-3894.155081632946,2:-3905.1943500301695}
Key: POS: Value: {0:-8888.542487506615,1:-9005.302484739877,2:-8726.615331789522}
Key: POS: Value: {0:-2303.1604999647852,1:-2322.845833691575,2:-2237.7534468167337}
Key: POS: Value: {0:-11988.988147975242,1:-12021.953998557707,2:-11779.174372231817}
Key: POS: Value: {0:-887.9364219470532,1:-920.474729584613,2:-899.3701557712035}
Key: POS: Value: {0:-7619.891425579904,1:-7698.856262585875,2:-7461.149430583347}
Key: POS: Value: {0:-6135.204405786854,1:-6131.44774404954,2:-5952.952914215876}
Key: POS: Value: {0:-1496.4600264662026,1:-1499.2356661711308,2:-1470.7680792618917}
Key: POS: Value: {0:-252.13597031464235,1:-239.4145567376853,2:-237.4654106990725}
Key: POS: Value: {0:-2847.6011115845636,1:-2814.3220462707422,2:-2727.2103846840555}
Key: POS: Value: {0:-3437.6978329877834,1:-3435.9859724117405,2:-3323.565378637998}
Key: POS: Value: {0:-1710.7190113230245,1:-1756.5847658541545,2:-1676.640987091681}
Key: POS: Value: {0:-5817.160581810826,1:-5861.779830069629,2:-5662.087694706603}
Key: POS: Value: {0:-3817.4083050048384,1:-3822.7950458862797,2:-3878.0592021053967}
Key: POS: Value: {0:-2183.7895153549907,1:-2209.6768746419752,2:-2134.897812608934}
Key: POS: Value: {0:-10512.033264453132,1:-10437.99809976182,2:-10201.606153420833}
Key: POS: Value: {0:-757.7295429857041,1:-787.3108405931296,2:-745.6248756310977}
Key: POS: Value: {0:-791.183277490666,1:-786.3766243276622,2:-777.0276104765487}
Key: POS: Value: {0:-5104.438885233982,1:-5066.774658637269,2:-5053.9947138686875}
Key: POS: Value: {0:-1003.1546326714443,1:-1013.81034683637,2:-1006.7342750602206}
Key: POS: Value: {0:-3381.1220831900177,1:-3416.7829454103094,2:-3321.8987426804774}
Key: POS: Value: {0:-2603.201128059787,1:-2674.4746840726007,2:-2562.3187856762597}
Key: POS: Value: {0:-12704.679816563568,1:-12825.27601963991,2:-12384.84562874455}
Key: POS: Value: {0:-4725.578631303013,1:-4850.703680233132,2:-4616.192675400411}
Key: POS: Value: {0:-7561.894856827975,1:-7628.124339521213,2:-7352.19339867762}
Key: POS: Value: {0:-1939.8431862847644,1:-2011.9912406682756,2:-1956.4935472973782}
Key: POS: Value: {0:-735.3157049232383,1:-762.5416862123423,2:-725.0389691329683}
Key: POS: Value: {0:-1042.5771301347613,1:-1064.6614907270368,2:-1057.5020498612962}
Key: POS: Value: {0:-3289.0078329523667,1:-3305.9647907244384,2:-3231.0945374844814}
Key: POS: Value: {0:-6832.395125447161,1:-6790.468862266414,2:-6623.7360949147715}
Key: POS: Value: {0:-3212.9817023418445,1:-3280.7115297371943,2:-3180.9897819126613}
Key: POS: Value: {0:-2080.347852933309,1:-2074.0535063733964,2:-2031.738089518985}
Key: POS: Value: {0:-861.6760844220839,1:-877.4283035425455,2:-850.8361201851778}
Key: POS: Value: {0:-27027.471069903306,1:-27081.844284411367,2:-26437.280756246957}
Key: POS: Value: {0:-254.89209297944012,1:-230.2668538640161,2:-239.24750659786244}
Key: POS: Value: {0:-24376.598843283035,1:-24548.570731560572,2:-23830.53707948669}
Key: POS: Value: {0:-88.58136170169391,1:-90.2302147336084,2:-85.99226501726395}
Key: POS: Value: {0:-1655.338795615446,1:-1636.4599701896193,2:-1562.178102167649}
Key: POS: Value: {0:-10084.73852436622,1:-10234.927426281656,2:-9857.18686329634}
Key: POS: Value: {0:-5324.520115337956,1:-5409.640816243231,2:-5187.095023187755}
Key: POS: Value: {0:-18274.788675776454,1:-18269.515311519026,2:-18016.73574099169}
Key: POS: Value: {0:-6338.058799892115,1:-6414.968751483967,2:-6236.260071733992}
Key: POS: Value: {0:-1811.0508330391185,1:-1803.3655175172455,2:-1756.0532499339508}
Key: POS: Value: {0:-4167.675030531174,1:-4253.6526874137535,2:-4092.0396815221884}
Key: POS: Value: {0:-1424.828449910288,1:-1456.357197041419,2:-1399.9589530261487}
Key: POS: Value: {0:-10746.21513686572,1:-10876.79509005506,2:-10610.034207427652}
Key: POS: Value: {0:-946.368242434235,1:-941.0477620436432,2:-925.3139988946423}
Key: POS: Value: {0:-551.9033503913803,1:-561.4703849415195,2:-545.0710650346872}
Key: POS: Value: {0:-4392.593816669606,1:-4493.257531633486,2:-4321.580948267109}
Key: POS: Value: {0:-885.796288153952,1:-880.603995961537,2:-852.7039684459966}
Key: POS: Value: {0:-10574.325363411037,1:-10534.965804139842,2:-10344.115445200241}
Key: POS: Value: {0:-8793.01214427321,1:-8849.918352232993,2:-8651.385920197506}
Key: POS: Value: {0:-1723.1395922730292,1:-1735.202566487992,2:-1671.1655122969323}
Key: POS: Value: {0:-6722.258222355163,1:-6734.2064510927985,2:-6606.136267901972}
Key: POS: Value: {0:-2315.278699696789,1:-2332.546324329277,2:-2259.397526114173}
Key: POS: Value: {0:-13156.057107535982,1:-13259.001178748897,2:-12896.657725318142}
Key: POS: Value: {0:-352.5694496894512,1:-360.74758127443033,2:-354.4483123209997}
Key: POS: Value: {0:-993.9832225479207,1:-979.4193618027798,2:-936.7135830888817}
Key: POS: Value: {0:-10878.637330378831,1:-10859.450064198916,2:-10594.656721602843}
Key: POS: Value: {0:-3538.335002700357,1:-3527.8762811185325,2:-3412.6620236768567}
Key: POS: Value: {0:-7148.346628078352,1:-7045.1277641212555,2:-6952.156329075392}
Key: POS: Value: {0:-4052.4892501104637,1:-4180.5768638205445,2:-3984.3779348187477}
Key: POS: Value: {0:-6841.936558575567,1:-6882.43591849626,2:-6740.810494821129}
Key: POS: Value: {0:-5320.065111309227,1:-5307.854961782529,2:-5197.778206246495}
Key: POS: Value: {0:-3062.602642724054,1:-3110.739331652996,2:-3048.52625349419}
Key: POS: Value: {0:-3757.346393492923,1:-3794.6803097551933,2:-3682.9995801212667}
Key: POS: Value: {0:-2678.2560379639945,1:-2653.8638297000225,2:-2587.7024151869423}
Key: POS: Value: {0:-12150.853361838741,1:-12121.878213952254,2:-11880.309023906544}
Key: POS: Value: {0:-7066.741888529289,1:-7088.459968025248,2:-6908.831981310114}
Key: POS: Value: {0:-4488.36716745028,1:-4443.330336292021,2:-4307.060546928249}
Key: POS: Value: {0:-7941.760016987171,1:-7992.829244937705,2:-7773.906254041198}
Key: POS: Value: {0:-8259.37680809645,1:-8184.855297002324,2:-8002.867206372424}
Key: POS: Value: {0:-6090.195423756873,1:-6158.641253281511,2:-5968.098129203283}
Key: POS: Value: {0:-1236.8425237690985,1:-1212.4861281148844,2:-1191.2715899263171}
Key: POS: Value: {0:-5391.0763824221,1:-5567.695160707184,2:-5335.934685701162}
Key: POS: Value: {0:-6170.268144808126,1:-6186.909691662061,2:-6026.365971409626}
Key: POS: Value: {0:-7887.839500329347,1:-7915.261909026921,2:-7697.584356722978}
Key: POS: Value: {0:-2839.637225440367,1:-2861.2596766055917,2:-2806.3893886292703}
Key: POS: Value: {0:-236.29731139831176,1:-239.99440435319218,2:-223.64868559886452}
Key: POS: Value: {0:-6996.023242571271,1:-7081.931082036977,2:-6870.66323865987}
Key: POS: Value: {0:-122.900978664463,1:-120.9088926213324,2:-125.4962495644416}
Key: POS: Value: {0:-1364.925782060929,1:-1350.1581888145586,2:-1347.215382831177}
Key: POS: Value: {0:-4405.180531345142,1:-4440.633179624074,2:-4302.931473169281}
Key: POS: Value: {0:-4450.516631228169,1:-4512.707253843477,2:-4360.989240992268}
Key: POS: Value: {0:-4324.915097925791,1:-4276.210375069362,2:-4216.213815104633}
Key: POS: Value: {0:-3378.6548879144134,1:-3397.256109568594,2:-3331.5703029053357}
Key: POS: Value: {0:-2149.72616005976,1:-2147.3118371105197,2:-2095.1796467930526}
Key: POS: Value: {0:-164.52828362636728,1:-146.5016525488628,2:-149.10155151684972}
Key: POS: Value: {0:-6779.111021157386,1:-6896.906406634455,2:-6606.508684264515}
Key: POS: Value: {0:-182.99884305675351,1:-185.71533771112018,2:-178.533308119021}
Key: POS: Value: {0:-665.8452805723233,1:-616.7260189902358,2:-615.3274096569864}
Key: POS: Value: {0:-767.3689655743503,1:-747.6943640233577,2:-706.705172123013}
Key: POS: Value: {0:-3846.2374357539547,1:-3806.832955469456,2:-3738.237456273998}
Key: POS: Value: {0:-2976.4764124676526,1:-2876.2339800685127,2:-2877.3784170910317}
Key: POS: Value: {0:-11911.047857043737,1:-12092.87189853505,2:-11645.041314065718}
Key: POS: Value: {0:-6567.24061955027,1:-6737.557508553735,2:-6443.688426524455}
Key: POS: Value: {0:-8965.855548895242,1:-8990.57936247196,2:-8805.053503136298}
Key: POS: Value: {0:-19506.715667581164,1:-19588.06191323549,2:-19130.255719788398}
Key: POS: Value: {0:-1509.433704825639,1:-1543.528629843191,2:-1464.4647641381923}
Key: POS: Value: {0:-8638.484282488178,1:-8807.346180077455,2:-8441.052947697328}
Key: POS: Value: {0:-2412.6205802059894,1:-2505.890063774028,2:-2412.165224035565}
Key: POS: Value: {0:-534.0209677589148,1:-564.8246552376261,2:-546.1506219075438}
Key: POS: Value: {0:-1947.8043243997174,1:-1968.8592770215075,2:-1869.9811075680589}
Key: POS: Value: {0:-1174.4279799831488,1:-1143.377879017935,2:-1109.036059833596}
Key: POS: Value: {0:-10047.015160817085,1:-10279.068838022728,2:-9919.426293232551}
Key: POS: Value: {0:-19762.382237331018,1:-19935.009472240363,2:-19401.633621270095}
Key: POS: Value: {0:-8910.173548851342,1:-8699.812981558058,2:-8503.43808356191}
Key: POS: Value: {0:-605.1030647998514,1:-608.9870156058461,2:-619.2144096989256}
Key: POS: Value: {0:-2354.0998444675347,1:-2405.325480927199,2:-2325.4631073469764}
Key: POS: Value: {0:-1000.3149851189105,1:-968.5117986553263,2:-947.6871664033958}
Key: POS: Value: {0:-1703.1204954366062,1:-1677.761318127388,2:-1652.808427962443}
Key: POS: Value: {0:-2025.5574217854808,1:-2092.547544259057,2:-1982.0728186671956}
Key: POS: Value: {0:-1372.9905463082434,1:-1326.0331160312523,2:-1319.9088449883989}
Key: POS: Value: {0:-3993.607063180421,1:-4003.824824621119,2:-3849.6897140441147}
Key: POS: Value: {0:-491.28393023586494,1:-446.1165877068861,2:-447.36619748100674}
Key: POS: Value: {0:-1182.6519570558596,1:-1186.9940959428195,2:-1157.295174157873}
Key: POS: Value: {0:-283.33648112770993,1:-291.6663590539377,2:-282.83947543334455}
